ITEM_20150317_000078	Cette épée est fabriquée à partir de la recette d'un alchimiste de la famille Winterspoon, qui prétendait pouvoir produire une meilleure lame qu'un forgeron.
ITEM_20150317_000079	
ITEM_20150317_000080	Cette épée est digne de son prix élevé. Toutefois, les marchands préfèreraient que vous leur rachetiez de nouvelles armes plutôt que de continuer à utiliser celle-ci pendant longtemps.
ITEM_20150317_000081	
ITEM_20150317_000082	Cette arme accélèrera vos passes d'armes.
ITEM_20150317_000083	
ITEM_20150317_000084	Il n'est pas rare de rencontrer des vétérans chevronnés racontant avec émotion les premiers instants durant lesquels ils ont tenu cette épée entre leurs mains.
ITEM_20150317_000085	
ITEM_20150317_000086	Une épée utilisée par de vaillants aventuriers. Ironiquement, elle est souvent découverte sur des monstres puissants. Une personne l'obtenant venge ainsi de fait son précédent propriétaire sans le savoir.
ITEM_20150317_000087	
ITEM_20150317_000088	Une version améliorée du Gladius, réalisée en allongeant la lame.
ITEM_20150317_000089	
ITEM_20150317_000090	Cette arme vous offre l'oportunité d'expérimenter la qualité du Falchion.
ITEM_20150317_000091	
ITEM_20150317_000092	- 2% de chance d'infliger 600% de dommages additionels.
ITEM_20150317_000093	Cette épée brille quelques fois, du fait de la compétence de son créateur.
ITEM_20150317_000094	
ITEM_20150317_000095	Malgré sa qualité, elle se vend relativement bien.
ITEM_20150317_000096	
ITEM_20150317_000097	
ITEM_20150317_000098	
ITEM_20150317_000099	
ITEM_20150317_000100	
ITEM_20150317_000101	
ITEM_20150317_000102	
ITEM_20150317_000103	
ITEM_20150317_000104	Une alternative si vous n'êtes pas satisfait d'un certain type de Falchion. Toutefois, vous aurez à payer les coups supplémentaires de fabrication.
ITEM_20150317_000105	
ITEM_20150317_000106	Beaucoup d'aventuriers nomment leur épée d'après cette arme. Il s'agissait du nom d'une épée utilisée par un ancien guerrier élu par l'une des Déesses.
ITEM_20150317_000107	
ITEM_20150317_000108	Les gens iront jusqu'à dire que cette arme est bien trop cruelle.
ITEM_20150317_000109	
ITEM_20150317_000110	Bien qu'impopulaire durant le Grand Cataclysme des Plantes, la résurgence de monstres lourdement blindés renouvelle sa valeur.
ITEM_20150317_000111	
ITEM_20150317_000112	Selon une théorie, cette épée est également utilisée dans des batailles contre les Démons.
ITEM_20150317_000113	
ITEM_20150317_000114	En usant de cette arme, n'importe qui devient le messager de la mort.
ITEM_20150317_000115	
ITEM_20150317_000116	Ceci est une preuve indirecte des disputes entre les Démons.
ITEM_20150317_000117	
ITEM_20150317_000118	Une épée ayant reçu la puissance et la bénédiction des Déesses, qui aurait défait de nombreux démons dans le passé.
ITEM_20150317_000119	
ITEM_20150317_000120	Cette lame menace gravement à la fois la vie des monstres et les finances de son propriétaire. Evidemment, la plupart des épéistes ignorent ce dernier effet.
ITEM_20150317_000121	Programmé pour la suppression.
ITEM_20150317_000122	
ITEM_20150317_000123	
ITEM_20150317_000124	Certains maîtres artisans et soldats parlent d'une 'Epée à deux mains de style mixte'. Mais ils ne disent cela que pour se justifier.
ITEM_20150317_000125	
ITEM_20150317_000126	Si vous êtes un expert des épées à deux mains, sa lame ondulée peut causer de redoutables dommages.
ITEM_20150317_000127	
ITEM_20150317_000128	Un Nodachi avec une longueur 'idéale' peut amplifier sa puissance de frappe, et dominer l'espace entre son porteur et ses adversaires.
ITEM_20150317_000129	
ITEM_20150317_000130	Toutes les Claymores du royaume sont fabriquées en équilibrant poids et puissance.
ITEM_20150317_000131	
ITEM_20150317_000132	La forme particulière en éventail de cette lame permet d'amplifier son efficacité et sa versatilité pour s'adapter à de nombreuses techniques.
ITEM_20150317_000133	
ITEM_20150317_000134	Fréquemment portée par des soldats de hauts rangs.
ITEM_20150317_000135	
ITEM_20150317_000136	Contrairement à ce que laisserait croire son apparence, cette épée à double tranchant est souvent utilisée par des épéistes à la recherche de maniabilité.
ITEM_20150317_000137	
ITEM_20150317_000138	La forme de la lame vous permet de réaliser des attaques basses.
ITEM_20150317_000139	
ITEM_20150317_000140	
ITEM_20150317_000141	A l'origine, même le Great Ruklys portait cette épée.
ITEM_20150317_000142	
ITEM_20150317_000143	
ITEM_20150317_000144	
ITEM_20150317_000145	
ITEM_20150317_000146	
ITEM_20150317_000147	
ITEM_20150317_000148	
ITEM_20150317_000149	
ITEM_20150317_000150	
ITEM_20150317_000151	
ITEM_20150317_000152	
ITEM_20150317_000153	
ITEM_20150317_000154	
ITEM_20150317_000155	
ITEM_20150317_000156	
ITEM_20150317_000157	
ITEM_20150317_000158	
ITEM_20150317_000159	Une bonne alternative si vous cherchez mieux que les Flamberges traditionnelles.
ITEM_20150317_000160	
ITEM_20150317_000161	Une épée avec un grand potentiel d'amélioration qui flatte votre pouvoir inné. Essayez donc son potentiel pour votre compte.
ITEM_20150317_000162	
ITEM_20150317_000163	Cette épée est pour ceux qui recherchent plus de poids, de puissance, et une plus grande portée dans leurs attaques.
ITEM_20150317_000164	
ITEM_20150317_000165	Cette épée, très largement utilisée, était principalement recherchée comme décoration ou objet de collection avant le Grand Cataclysme des Plantes.
ITEM_20150317_000166	
ITEM_20150317_000167	Comment les Hogmas ont obtenu ou fabriqué cette arme n'est pas le plus important. Il est plus intéressant de les fabriquer et de les utiliser vous même.
ITEM_20150317_000168	
ITEM_20150317_000169	Lors du déclenchement du Grand Cataclysme des Plantes, la famille Winterspoon révéla la recette de fabrication de cette arme à tous les alchimistes.
ITEM_20150317_000170	
ITEM_20150317_000171	Les épéistes à la recherche de force brute choisissent fréquemment cette arme comme première épée magique.
ITEM_20150317_000172	
ITEM_20150317_000173	Ceux qui aiment travailler leurs armes fabriquent souvent cette épée pour eux-mêmes.
ITEM_20150317_000174	
ITEM_20150317_000175	Si vous avez obtenu cette épée au marché noir, c'est la preuve que vous avez acquis un certain niveau de sérieux.
ITEM_20150317_000176	
ITEM_20150317_000177	Cette épée a été fabriquée par le même créateur que la Primaluce.
ITEM_20150317_000178	
ITEM_20150317_000179	L'amélioration de la Katzbalger a été développée il y a moins de 100 ans. Il est toutefois bon de noter que cette recette n'a pas de lien avec Ruklyss.
ITEM_20150317_000180	
ITEM_20150317_000181	Depuis Medis Diena, de moins en moins de personnes se sentent concernées par l'instabilité des armes magiques.
ITEM_20150317_000182	
ITEM_20150317_000183	Cette épée peut devenir la digne extension de vos deux mains.
ITEM_20150317_000184	
ITEM_20150317_000185	
ITEM_20150317_000186	
ITEM_20150317_000187	
ITEM_20150317_000188	
ITEM_20150317_000189	
ITEM_20150317_000190	
ITEM_20150317_000191	Une bonne épée qui fut longtemps considérée comme essentielle lorsque l'on affronte des Démons.
ITEM_20150317_000192	
ITEM_20150317_000193	Les Mages novices ne prêtent pas souvent attention à cette arme particulière. Ceux plus expérimentés savent qu'il vaut mieux rester hors de portée de son pouvoir caché.
ITEM_20150317_000194	
ITEM_20150317_000195	Comme une dague lancée aux plus sombres heures de la nuit, Naktis porte un coup imprévisible à sa cible.
ITEM_20150317_000196	
ITEM_20150317_000197	Même si certains traitent cette arme de Hache de bûcheron, ses actuels possesseurs vous diront que le Grand Cataclysme des Plantes aurait provoqué bien plus de pertes sans elle.
ITEM_20150317_000198	
ITEM_20150317_000199	Un proverbe dit que La meilleure défense, c'est l'attaque. Prouvez-le avec cette arme.
ITEM_20150317_000200	
ITEM_20150317_000201	La dent de Deathweaver n'est pas utilisée pour la fabrication de cette arme.
ITEM_20150317_000202	
ITEM_20150317_000203	Parfois, une immense puissance peut être obtenue d'un espace vide, et quelques fois, une masse colossale peut prendre forme dans un lieu sans aucun poids.
ITEM_20150317_000204	
ITEM_20150317_000205	Extrêmement efficace face aux Êtres légendaires qui n'existent pas dans le royaume normal du jour et de la nuit.
ITEM_20150317_000206	
ITEM_20150317_000207	Rien ni personne n'échappe à la Gravité. Mais si vous vous y adaptez, personne ne pourra sous-estimer une telle puissance.
ITEM_20150317_000208	
ITEM_20150317_000209	
ITEM_20150317_000210	Quiconque projette d'étudier la magie finira tôt ou tard par utiliser cette arme.
ITEM_20150317_000211	
ITEM_20150317_000212	Lorsque les jeunes magiciens obtiennent leur diplôme, ils reçoivent cette arme.
ITEM_20150317_000213	
ITEM_20150317_000214	Les décoration que l'on trouve sur l'équipement des Mages s'y trouve pour ses propriétés, et non pas seulement par goût esthétique.
ITEM_20150317_000215	
ITEM_20150317_000216	Lorsqu'une canne est laborieusement taillée par un Mage renommé, son pouvoir mystique s'y voit lié.
ITEM_20150317_000217	
ITEM_20150317_000218	Vous pouvez personnaliser cette canne, si tant est que vous puissiez fournir les materiaux.
ITEM_20150317_000219	
ITEM_20150317_000220	Une légende raconte qu'à l'origine, ce sont des Mages maléfiques qui ont les premiers commencé à utiliser cette arme.
ITEM_20150317_000221	
ITEM_20150317_000222	Cette arme était autrefois populaire auprès des jeunes Mages ambitieux.
ITEM_20150317_000223	
ITEM_20150317_000224	Une décoration populaire auprès des Mages chevronnés.
ITEM_20150317_000225	
ITEM_20150317_000226	Une Rune Magique est employée pour amplifier le pouvoir de cette canne.
ITEM_20150317_000227	
ITEM_20150317_000228	Un assemblage précis du manche et du joyau est requis pour fabriquer cette canne.
ITEM_20150317_000229	
ITEM_20150317_000230	
ITEM_20150317_000231	
ITEM_20150317_000232	Cette canne était fournie aux Magiciens rejoignant l'armée. Bien que ce ne soit plus le cas aujourd'hui, il en reste un stock important.
ITEM_20150317_000233	
ITEM_20150317_000234	La forme de cette canne était populaire par le passé. Même si elle est aujourd'hui démodée, elle n'en reste pas moins efficace.
ITEM_20150317_000235	
ITEM_20150317_000236	
ITEM_20150317_000237	En plus de ses attributs magiques, cette canne fut également conçue pour les affrontements physiques.
ITEM_20150317_000238	
ITEM_20150317_000239	
ITEM_20150317_000240	
ITEM_20150317_000241	
ITEM_20150317_000242	
ITEM_20150317_000243	
ITEM_20150317_000244	
ITEM_20150317_000245	
ITEM_20150317_000246	
ITEM_20150317_000247	
ITEM_20150317_000248	
ITEM_20150317_000249	
ITEM_20150317_000250	
ITEM_20150317_000251	
ITEM_20150317_000252	
ITEM_20150317_000253	
ITEM_20150317_000254	
ITEM_20150317_000255	
ITEM_20150317_000256	
ITEM_20150317_000257	
ITEM_20150317_000258	
ITEM_20150317_000259	Les Mages ont découvert de nouveaux éléments à propos des monstres issus du Grand Cataclysme des Plantes et s'en servent dans diverses situations.
ITEM_20150317_000260	
ITEM_20150317_000261	La rumeur raconte qu'à chaque fois que la recette de cette cane est vendue, une partie du prix est reversée au Maitre des Cryomanciens.
ITEM_20150317_000262	
ITEM_20150317_000263	Seul le Maitre des Pyromanciens connait le rituel permettant de doter une canne de ce genre de pouvoir de la Déesse Gabija.
ITEM_20150317_000264	
ITEM_20150317_000265	Même si les Prêtres ne voient pas la manipulation des esprits, inhérente à sa fabrication, d'un bon œil, les Mages ne prêtent pas attention à leurs objections.
ITEM_20150317_000266	
ITEM_20150317_000267	Une simple canne amplifiant la magie, facile à fabriquer par les Mages débutants.
ITEM_20150317_000268	
ITEM_20150317_000269	L'augmentation du nombre de Démons après le Grand Cataclysme des Plantes a fait augmenter le prix de cette canne déjà très chère.
ITEM_20150317_000270	
ITEM_20150317_000271	Malgré la similarité avec le nom d'une autre arme, elle n'a aucun lien direct avec la famille Winterspoon.
ITEM_20150317_000272	
ITEM_20150317_000273	Une arme qui marque un cap dans la maîtrise de la magie pour les Mages aspirants. Elle est généralement remplacée lorsque ces derniers ont atteint leurs objectifs grâce à leur intelligence renforcée.
ITEM_20150317_000274	
ITEM_20150317_000275	Elle est populaire parmi les Mages cherchant à se démarquer.
ITEM_20150317_000276	
ITEM_20150317_000277	Elle est souvent offerte comme petit cadeau entre Mages du fait de son prix abordable.
ITEM_20150317_000278	
ITEM_20150317_000279	Les fontions inattendues de cette arme sont indépendantes de celui qui l'utilise.
ITEM_20150317_000280	
ITEM_20150317_000281	Vous êtes peut-être le premier Mage de l'histoire à utiliser cette arme.
ITEM_20150317_000282	
ITEM_20150317_000283	
ITEM_20150317_000284	
ITEM_20150317_000285	
ITEM_20150317_000286	
ITEM_20150317_000287	
ITEM_20150317_000288	
ITEM_20150317_000289	
ITEM_20150317_000290	Le surnom de cette canne est Le Bâton de la Patience. La légende raconte qu'Agailla Flurry, le plus grand Mage de l'histoire, imagina cette canne dans le but d'entraîner ses apprentis.
ITEM_20150317_000291	
ITEM_20150317_000292	Bien que le Maître des Pyromanciens soit à la recherche d'un moyen de limiter les effets indésirables instables de ce bâton, il n'y a pas vraiment eu d'amélioration jusqu'ici.
ITEM_20150317_000293	
ITEM_20150317_000294	Une arme faite pour et uniquement pour les Mages. C'est pourquoi les Mages ignorent généralement les défauts de ce bâton.
ITEM_20150317_000295	
ITEM_20150317_000296	Une canne qui renferme le pouvoir du Deathweaver.
ITEM_20150317_000297	
ITEM_20150317_000298	
ITEM_20150317_000299	La rumeur raconte que le prix élevé de la recette de cette canne est dû à une très forte pression du Maitre des Cryomanciens.
ITEM_20150317_000300	
ITEM_20150317_000301	Une canne fabriquée il y a longtemps en utilisant les meilleures connaissances en magie de l'époque. De fait, il est impossible d'améliorer cette canne, même grâce aux récentes avancées dans ce domaine.
ITEM_20150317_000302	
ITEM_20150317_000303	Vous pouvez toujours voir une étoile scintillante.
ITEM_20150317_000304	
ITEM_20150317_000305	
ITEM_20150317_000306	
ITEM_20150317_000307	Facile à fabriquer chez soi.
ITEM_20150317_000308	
ITEM_20150317_000309	Produite en grande quantité par le peuple du royaume.
ITEM_20150317_000310	
ITEM_20150317_000311	Un arc pour débutant, mais certains Archers compétents continuent d'aimer l'utiliser.
ITEM_20150317_000312	
ITEM_20150317_000313	Parfois, une faible distance peut faire basculer la situation entre la vie et la mort. Cet arc est un bon choix si vous souhaitez une portée plus importante.
ITEM_20150317_000314	
ITEM_20150317_000315	Un arc disposant d'une fexibilité accrue grace à l'usage de nombreux materiaux.
ITEM_20150317_000316	
ITEM_20150317_000317	Il symbolise la volonté de fer d'un Archer inflexible.
ITEM_20150317_000318	
ITEM_20150317_000319	Probablement nommé d'après l'endroit d'où venait son inventeur.
ITEM_20150317_000320	
ITEM_20150317_000321	Un arc apprécié par la cavalerie.
ITEM_20150317_000322	
ITEM_20150317_000323	Le premier cas connu d'application de la magie dans le processus de fabrication d'arc. Depuis, il a trouvé son propre marché.
ITEM_20150317_000324	
ITEM_20150317_000325	Un arc modifié par des Archers confiants en la force de leurs bras pour obtenir encore plus de puissance.
ITEM_20150317_000326	
ITEM_20150317_000327	
ITEM_20150317_000328	
ITEM_20150317_000329	Cet arc a été fabriqué pour correspondre aux exigeances minimums de l'armée.
ITEM_20150317_000330	
ITEM_20150317_000331	Il montre les signes de l'usure dûs à l'encordage et décordage quotidien. Malgré son âge, cet arc reste en bon état.
ITEM_20150317_000332	
ITEM_20150317_000333	
ITEM_20150317_000334	Cet arc est le meilleur parmi ceux fabriqués sans faire usage de magie.
ITEM_20150317_000335	
ITEM_20150317_000336	
ITEM_20150317_000337	
ITEM_20150317_000338	
ITEM_20150317_000339	
ITEM_20150317_000340	
ITEM_20150317_000341	
ITEM_20150317_000342	
ITEM_20150317_000343	
ITEM_20150317_000344	
ITEM_20150317_000345	
ITEM_20150317_000346	
ITEM_20150317_000347	
ITEM_20150317_000348	
ITEM_20150317_000349	
ITEM_20150317_000350	
ITEM_20150317_000351	
ITEM_20150317_000352	
ITEM_20150317_000353	
ITEM_20150317_000354	
ITEM_20150317_000355	
ITEM_20150317_000356	Cet arc, populaire auprès des chasseurs, s'est encore plus répandu après le Grand Cataclysme des Plantes.
ITEM_20150317_000357	
ITEM_20150317_000358	Cet arc dispose d'une très grande précision et peut fréquemment infliger des dommages inattendus à vos adversaires.
ITEM_20150317_000359	
ITEM_20150317_000360	Un Self Bow fabriqué avec des os pris au hasard n'aura parfois aucune synergie avec l'or.
ITEM_20150317_000361	
ITEM_20150317_000362	Il fut nommé ainsi du fait de sa faculté à augmenter l'agilité de l'Archer.
ITEM_20150317_000363	
ITEM_20150317_000364	L'application de l'Alchimie dans la fabrication d'arc est restée théorique jusqu'à ce que les conditions actuelles aient permis d'en faire un classique.
ITEM_20150317_000365	
ITEM_20150317_000366	Dans le passé, seuls les Archers fortunés achetaient cet arc. Toutefois, après les derniers évènements, tous ceux en mesure de s'offrir ou de fabriquer cet arc l'ont fait.
ITEM_20150317_000367	
ITEM_20150317_000368	Dû à l'augmentation de la demande d'arcs de grande qualité depuis le Grand Cataclysme, cet arc est désormais fabriqué assez fréquemment.
ITEM_20150317_000369	
ITEM_20150317_000370	Cet arc est un bon choix quelle que soit votre force musculaire : si vous avez des bras puissants, vous pouvez tirer avec encore plus de puissance, et dans le cas inverse, cet arc compensera.
ITEM_20150317_000371	
ITEM_20150317_000372	Comme son nom le suggère, cet arc lance des attaques empoisonnées.
ITEM_20150317_000373	
ITEM_20150317_000374	Vous pouvez savoir ce que l'on éprouve lorsque l'on chasse un monstre imposant avec cet arc grâce à son poids important.
ITEM_20150317_000375	
ITEM_20150317_000376	Complexe à fabriquer, mais le jeu en vaut la chandelle.
ITEM_20150317_000377	
ITEM_20150317_000378	Généralement acheté par ceux qui débutent avec les arcs magiques.
ITEM_20150317_000379	
ITEM_20150317_000380	
ITEM_20150317_000381	Si vous ne pouvez pas vous procurer un autre arc que celui-ci, achetez-le et espérez que tout se passe bien.
ITEM_20150317_000382	
ITEM_20150317_000383	En dehors d'être un arc magique, il est généralement considéré comme un arc médiocre. Cependant, certains arrivent à en faire une utilisation exceptionnelle.
ITEM_20150317_000384	
ITEM_20150317_000385	
ITEM_20150317_000386	
ITEM_20150317_000387	
ITEM_20150317_000388	
ITEM_20150317_000389	
ITEM_20150317_000390	
ITEM_20150317_000391	
ITEM_20150317_000392	Avant le Grand Cataclysme des Plantes, les chasseurs n'utilisaient que peu cet arc. Cela peut sembler étrange, mais cet arc causerait des dommages trop importants aux proies.
ITEM_20150317_000393	
ITEM_20150317_000394	Certains Archers très fiers préfèrent qu'aucune variable ne vienne interférer avec leurs compétences, en-dehors de leurs propres capacités. Cet arc est le meilleur choix pour ces derniers.
ITEM_20150317_000395	
ITEM_20150317_000396	Pour des raisons inconnues, le sort appliqué à cet arc s'est mué en une malédiction pour son utilisateur et ses adversaires. En dehors de ceci, il reste encore utilisé par de nombreux archers pour ses qualités.
ITEM_20150317_000397	
ITEM_20150317_000398	Cet arc imprégné de poison est si toxique qu'il contamine même celui qui l'utilise.
ITEM_20150317_000399	
ITEM_20150317_000400	Cet arc expédiera vos ennemis en enfer.
ITEM_20150317_000401	
ITEM_20150317_000402	La gravure dit : Redressez-vous, carrez les épaules. Tirez la corde et repoussez l'arc lorsque vous tirez.
ITEM_20150317_000403	
ITEM_20150317_000404	Cet arc fut créé par Lydia Schaffen. Elle l'utilisa fréquemment tout au long de sa vie mais s'absteint intentionnellement de transmettre la méthode de fabrication à The Tower of the Stars et Schaffenstar, deux entités fondées par Lydia elle-même.
ITEM_20150317_000405	
ITEM_20150317_000406	Un nouvel arc conçu et développé grace à la coopération de Maitres Artisans en Archerie. Il fut conçu avec l'espoir de surmonter le Grand Cataclysme des Plantes.
ITEM_20150317_000407	
ITEM_20150317_000408	
ITEM_20150317_000409	
ITEM_20150317_000410	Utile lorsque disposer d'une main libre est plus important que de simplement avoir plus de puissance d'attaque.
ITEM_20150317_000411	
ITEM_20150317_000412	Les arbalètes modernes intègrent des matériaux variés, principalement extraits des monstres.
ITEM_20150317_000413	
ITEM_20150317_000414	Un arc qui permet de recharger de manière fluide et rapide.
ITEM_20150317_000415	
ITEM_20150317_000416	Le Maitre Arbalètrier utilise cette arme pour enseigner aux débutants.
ITEM_20150317_000417	
ITEM_20150317_000418	Même s'il est devenu compliqué de trouver du bois depuis le Grand Cataclysme des Plantes, cette arme n'est pas trop compliquée à fabriquer.
ITEM_20150317_000419	
ITEM_20150317_000420	Un sceau y est apposé car les os de monstres peuvent être maudits.
ITEM_20150317_000421	
ITEM_20150317_000422	Il y a une longue histoire de recherche sur l'adaptation des armes de siège pour l'usage personnel. Cette arme représente le summum de cette recherche.
ITEM_20150317_000423	
ITEM_20150317_000424	Le mécanisme assiste les débutants qui l'utilisent, mais les utilisateurs plus expérimentés bénéficient de plus de puissance.
ITEM_20150317_000425	
ITEM_20150317_000426	
ITEM_20150317_000427	
ITEM_20150317_000428	Une arbalète puissante, surtout connue pour être utilisée par l'infame Assassin Evoniphon.
ITEM_20150317_000429	
ITEM_20150317_000430	
ITEM_20150317_000431	
ITEM_20150317_000432	
ITEM_20150317_000433	
ITEM_20150317_000434	
ITEM_20150317_000435	
ITEM_20150317_000436	
ITEM_20150317_000437	
ITEM_20150317_000438	
ITEM_20150317_000439	
ITEM_20150317_000440	
ITEM_20150317_000441	
ITEM_20150317_000442	
ITEM_20150317_000443	
ITEM_20150317_000444	
ITEM_20150317_000445	
ITEM_20150317_000446	
ITEM_20150317_000447	Une arme très lourde en apparence. La soulever et l'utiliser pouve qu'un sort doit lui permettre d'être plus légère qu'elle ne l'est en réalité.
ITEM_20150317_000448	
ITEM_20150317_000449	Parfaite pour infliger des coups mortels lorsque l'on vise bien.
ITEM_20150317_000450	
ITEM_20150317_000451	Une arbalète très populaire parmi les Archers pour sa très bonne facture, et son absence de défaut.
ITEM_20150317_000452	
ITEM_20150317_000453	Les armes basées sur l'Alchimie sont de plus en plus demandées depuis le Grand Cataclysme des Plantes.
ITEM_20150317_000454	
ITEM_20150317_000455	Cette arme est spécialisée dans l'élimination d'ennemis sur-équipés.
ITEM_20150317_000456	
ITEM_20150317_000457	Pas assez bonne pour être considérée comme la Déesse des Arbalètes, le titre de Reine semble être assez juste.
ITEM_20150317_000458	
ITEM_20150317_000459	Fréquemment utilisée par des Archers opérant dans des zones avec une mauvaise visibilité ou balayées par les vents.
ITEM_20150317_000460	
ITEM_20150317_000461	La rumeur racconte que les armes du Marché Noir sont volontairement faites pour être chères à entretenir.
ITEM_20150317_000462	
ITEM_20150317_000463	Cette arme est recommandée si vous souhaitez plonger votre cible dans un sommeil eternel.
ITEM_20150317_000464	
ITEM_20150317_000465	Cette arme infligera toujours autant de domages que ce à quoi vous vous attendiez, à chaque fois que vous presserez la détente.
ITEM_20150317_000466	
ITEM_20150317_000467	Vous êtes peut-être la première personne à exploiter le réel potentiel de cette arme .
ITEM_20150317_000468	
ITEM_20150317_000469	
ITEM_20150317_000470	
ITEM_20150317_000471	
ITEM_20150317_000472	
ITEM_20150317_000473	
ITEM_20150317_000474	
ITEM_20150317_000475	Précédemment, seuls les Archers ayant achevé l'entraînement dans la The Tower of the Stars pouvaient utiliser cette arme.
ITEM_20150317_000476	
ITEM_20150317_000477	Le Maitre des Rangers avait développé cette arme en s'appuyant sur les données de recherches menées sur les monstres de Katyn Forest après le Grand Cataclysme des Plantes. Il recommande toutefois que personne n'en fasse usage.
ITEM_20150317_000478	
ITEM_20150317_000479	Pouvez-vous chasser un monstre de grande taille en utilisant uniquement une arbalète à une main ? Voici la réponse.
ITEM_20150317_000480	
ITEM_20150317_000481	Ceci n'est pas une arme de Deathweaver. Le propiétaire d'origine devait probablement être une pitoyable victime.
ITEM_20150317_000482	
ITEM_20150317_000483	Cette arme est une préparation suffisante pour donner aux bêtes sauvages un aperçu de ce qu'est la douleur.
ITEM_20150317_000484	
ITEM_20150317_000485	Le plus grand Archer de l'histoire, Lydia Schaffen, n'a pas hésité à pourchasser les Démons. Il est très compliqué d'obtenir cette arme car Schaffenstar n'en a pas révélé le procédé de fabrication au public.
ITEM_20150317_000486	
ITEM_20150317_000487	Cette recette fut ouverte au public après qu'Evoniphon eut abandonné son arme alors qu'il était poursuivi par Fiona Leva. Toutefois, de nombreuses victimes sont a déplorer, s'attaquant aux monstres en ne se reposant que sur cette arme.
ITEM_20150317_000488	
ITEM_20150317_000489	
ITEM_20150317_000490	
ITEM_20150317_000491	Une arme très simple d'utilisation pour tout le monde.
ITEM_20150317_000492	
ITEM_20150317_000493	Même un simple morceau de bois peut devenir un objet sacré lorsqu'employé par un Prêtre.
ITEM_20150317_000494	
ITEM_20150317_000495	Une arme de ce calibre au moins est nécessaire pour infliger le châtiment des Déesses.
ITEM_20150317_000496	
ITEM_20150317_000497	Cette arme est le minimum requis pour prouver que vous n'êtes plus un Prêtre aspirant.
ITEM_20150317_000498	
ITEM_20150317_000499	Egalement connue en tant que Masse de la Repentance chez les Prêtres.
